[200~"id","x_coordinate","y_coordinate","tribe_id","village_id","village_name","player_id","player_name","alliance_id","alliance_tag","population","region","capital","city","harbor","victory_points"
59999,49,51,3,19520,"Galyalı Köyü",2371,"Galyalı",21,"RyFz",244,NULL,True,NULL,NULL,NULL
60007,57,51,3,19851,"Alderaan",2739,"mandaloriano",16,"LGF",380,NULL,True,NULL,NULL,NULL
60014,64,51,3,20586,"Carlosteparte""s village",3301,"Carlosteparte",54,"LGFx",237,NULL,True,NULL,NULL,NULL
60059,109,51,1,20389,"Roma",928,"Gusanox",8,"RYF",216,NULL,False,NULL,NULL,NULL
60073,123,51,2,20356,"Capitale",317,"Madara uchiha",8,"RYF",366,NULL,True,NULL,NULL,NULL
60284,-67,50,3,20920,"Aldeia do Gugalino",3474,"Gugalino",0,"",10,NULL,True,NULL,NULL,NULL
60289,-62,50,1,20151,"Деревня 911w",3055,"911w",0,"",8,NULL,True,NULL,NULL,NULL
60293,-58,50,1,19891,"01-Cawaponga",2783,"Zainarx",2,"Sword",390,NULL,True,NULL,NULL,NULL
60297,-54,50,3,19398,"warg1902""s village",2236,"warg1902",2,"Sword",418,NULL,False,NULL,NULL,NULL
60301,-50,50,5,8,"WW Village",1,"Natars",0,"",238,NULL,False,NULL,NULL,NULL
60310,-41,50,3,18517,"Yuyu""s village",1307,"Yuyu",0,"",8,NULL,True,NULL,NULL,NULL
60347,-4,50,3,17894,"T✭G 01",654,"Troy Gunther",7,"UNION",305,NULL,True,NULL,NULL,NULL
60351,0,50,5,9,"WW Village",1,"Natars",0,"",238,NULL,False,NULL,NULL,NULL
60352,1,50,3,18312,"V",1086,"Vercingétorix",8,"RYF",441,NULL,True,NULL,NULL,NULL
60355,4,50,1,18305,"Castle Made On Sand",1082,"Scott007",21,"RyFz",312,NULL,True,NULL,NULL,NULL
60360,9,50,1,20290,"dOHkO",718,"dOHkO",21,"RyFz",439,NULL,True,NULL,NULL,NULL
60361,10,50,1,18346,"Orli",1132,"NightMare",0,"",36,NULL,True,NULL,NULL,NULL
60363,12,50,1,18345,"01",1091,"ENKI",16,"LGF",397,NULL,True,NULL,NULL,NULL
60375,24,50,2,18615,"Aldea de TRIPA",1408,"TRIPA",0,"",16,NULL,True,NULL,NULL,NULL
60378,27,50,2,20433,"Bianca",1746,"legadus",55,"RYF@",146,NULL,False,NULL,NULL,NULL
60389,38,50,2,19069,"01 Big Wood",1873,"Daddy",55,"RYF@",429,NULL,True,NULL,NULL,NULL
60393,42,50,3,19190,"Aldea de BELGAMANU",2001,"BELGAMANU",54,"LGFx",224,NULL,True,NULL,NULL,NULL
60401,50,50,5,2,"WW Village",1,"Natars",0,"",238,NULL,False,NULL,NULL,NULL
60405,54,50,2,19713,"Trust Company""s vill",2587,"Trust Company",16,"LGF",499,NULL,True,NULL,NULL,NULL
60413,62,50,2,20201,"Alcateia",3091,"lobo",54,"LGFx",316,NULL,True,NULL,NULL,NULL
60427,76,50,1,21384,"Bariloche",2903,"mrmaza",54,"LGFx",61,NULL,False,NULL,NULL,NULL
60439,88,50,3,21371,"Aldea nueva",141,"HHSirjake0530",8,"RYF",45,NULL,False,NULL,NULL,NULL
60474,123,50,2,21444,"Aldea nueva",317,"Madara uchiha",8,"RYF",120,NULL,False,NULL,NULL,NULL
60665,-87,49,1,20410,"X - Tiger",142,"micTT",2,"Sword",213,NULL,False,NULL,NULL,NULL
60683,-69,49,3,21158,"Krivc""s village",3578,"Krivc",0,"",8,NULL,True,NULL,NULL,NULL
60686,-66,49,2,20530,"westcoste",3262,"westcoste",0,"",227,NULL,True,NULL,NULL,NULL
60688,-64,49,3,20286,"Aldeia do vreis",3156,"vreis",0,"",10,NULL,True,NULL,NULL,NULL
60707,-45,49,3,18635,"aaz""s village",1434,"aaz",0,"",8,NULL,True,NULL,NULL,NULL
60710,-42,49,5,18516,"Natars -42|49",1,"Natars",0,"",44,NULL,False,NULL,NULL,NULL
60728,-24,49,3,18080,"Judy Poovey",843,"Secret History",1,"CONS",465,NULL,False,NULL,NULL,NULL
60730,-22,49,1,18027,"Buzz Buzz",750,"Bumblebee",1,"CONS",396,NULL,False,NULL,NULL,NULL
60738,-14,49,3,17919,"Coyote""s village",672,"Coyote",1,"CONS",493,NULL,True,NULL,NULL,NULL
60759,7,49,3,18253,"1-TUTANKAMON",1022,"MrMota",0,"",273,NULL,True,NULL,NULL,NULL
60770,18,49,2,18439,"Trut""s village",1220,"Trut",0,"",8,NULL,True,NULL,NULL,NULL
60774,22,49,2,18558,"Cyrenx""s village",1337,"Cyrenx",0,"",10,NULL,True,NULL,NULL,NULL
60777,25,49,3,18607,"Alesia",1401,"Marco81",0,"",114,NULL,True,NULL,NULL,NULL
60785,33,49,1,18847,"KingBr""s village",1627,"KingBr",0,"",8,NULL,True,NULL,NULL,NULL
60792,40,49,3,19068,"Деревня Олег",1866,"Олег",0,"",11,NULL,True,NULL,NULL,NULL
60796,44,49,1,19244,"הכפר של OPERA",2062,"OPERA",0,"",11,NULL,True,NULL,NULL,NULL
60799,47,49,1,19338,"Aldea de villalobos",2169,"villalobos",21,"RyFz",256,NULL,True,NULL,NULL,NULL
60811,59,49,3,19912,"fumakein 1",2804,"XHXid2uZ4S",54,"LGFx",323,NULL,True,NULL,NULL,NULL
60822,70,49,2,21220,"Scorpion",3604,"Eddy9343",0,"",83,NULL,True,NULL,NULL,NULL
61069,-84,48,1,20751,"1 - Big Bang",2767,"nuck_chorris",2,"Sword",153,NULL,False,NULL,NULL,NULL
61082,-71,48,3,21417,"Aldea de pyromaniac",3687,"pyromaniac",0,"",10,NULL,True,NULL,NULL,NULL
61095,-58,48,5,19741,"Natars -58|48",1,"Natars",0,"",33,NULL,False,NULL,NULL,NULL
61101,-52,48,5,18997,"Natars -52|48",1,"Natars",0,"",61,NULL,False,NULL,NULL,NULL
61109,-44,48,3,18514,"Vindex""s village",1308,"Vindex",0,"",8,NULL,True,NULL,NULL,NULL
61114,-39,48,5,18396,"Natars -39|48",1,"Natars",0,"",51,NULL,False,NULL,NULL,NULL
61118,-35,48,3,18269,"Vesnice: Zemis",1058,"Zemis",0,"",8,NULL,True,NULL,NULL,NULL
61132,-21,48,3,17949,"01",721,"Moon Landing",1,"CONS",335,NULL,False,NULL,NULL,NULL
61157,4,48,1,18208,"theprofessor Köyü",982,"theprofessor",0,"",78,NULL,True,NULL,NULL,NULL
61159,6,48,2,18204,"jagex""s village",981,"jagex",0,"",8,NULL,True,NULL,NULL,NULL
61165,12,48,1,18252,"01. Damnit King Geo",1033,"snoopy",36,"huhu",400,NULL,False,NULL,NULL,NULL
61188,35,48,1,18841,"T 1",1644,"rohimalekiii",54,"LGFx",249,NULL,True,NULL,NULL,NULL
61191,38,48,1,18927,"01. Türkiye",1723,"HODLU",55,"RYF@",448,NULL,True,NULL,NULL,NULL
61199,46,48,1,19242,"1",2057,"caboclos",73,"DTEAM",377,NULL,True,NULL,NULL,NULL
61201,48,48,1,19337,"[X]",2172,"houdini",0,"",21,NULL,True,NULL,NULL,NULL
61203,50,48,3,19393,"LEGEND Köyü",2228,"LEGEND",0,"",43,NULL,True,NULL,NULL,NULL
61213,60,48,2,20678,"Support Ukraine",2412,"Mole",16,"LGF",89,NULL,True,NULL,NULL,NULL
61224,71,48,3,21401,"balaia""s village",3682,"balaia",0,"",10,NULL,True,NULL,NULL,NULL
61230,77,48,3,21360,"Nová vesnice",2368,"Aotearoa_",73,"DTEAM",43,NULL,False,NULL,NULL,NULL
61253,100,48,1,20640,"2",787,"OCTAVIO1",8,"RYF",276,NULL,False,NULL,NULL,NULL
61304,151,48,1,20327,"02 AM",223,"Shaback",8,"RYF",430,NULL,True,NULL,NULL,NULL
61319,166,48,3,20439,"02 D",308,"TheBodyguard",8,"RYF",281,NULL,True,NULL,NULL,NULL
61485,-69,47,1,20738,"MarvinPro""s village",3381,"MarvinPro",0,"",253,NULL,True,NULL,NULL,NULL
61494,-60,47,1,19833,"Aldea de Siveriano",2718,"Siveriano",2,"Sword",311,NULL,True,NULL,NULL,NULL
61498,-56,47,2,19149,"Dragons Rule",1949,"Dragons Rule",1,"CONS",391,NULL,False,NULL,NULL,NULL
61553,-1,47,1,21410,"=| 0 |=",975,"WissSniper",54,"LGFx",29,NULL,False,NULL,NULL,NULL
61562,8,47,1,18203,"=| 1 |=",975,"WissSniper",54,"LGFx",347,NULL,True,NULL,NULL,NULL
61579,25,47,1,18478,"Kasjan""s village",1262,"Kasjan",0,"",8,NULL,True,NULL,NULL,NULL
61580,26,47,1,20870,"A02 Milano",1402,"HawkVision",16,"LGF",196,NULL,False,NULL,NULL,NULL
61581,27,47,1,18553,"Aldea de Cazadordeslmas",1351,"Cazadordeslmas",0,"",72,NULL,True,NULL,NULL,NULL
61583,29,47,1,18605,"A01 Rome",1402,"HawkVision",16,"LGF",479,NULL,True,NULL,NULL,NULL
61586,32,47,1,18732,"A1",1531,"123Ironman",16,"LGF",470,NULL,True,NULL,NULL,NULL
61601,47,47,1,19240,"Ogre""s village",2056,"Ogre",0,"",10,NULL,True,NULL,NULL,NULL
61607,53,47,3,19519,"jutarnji1",2370,"jutarnji",54,"LGFx",284,NULL,True,NULL,NULL,NULL
61616,62,47,3,19981,"Ranapolis",2891,"Kurogaru",54,"LGFx",301,NULL,True,NULL,NULL,NULL
61618,64,47,1,20072,"Magnos bvb""s village",2988,"Magnos bvb",0,"",10,NULL,True,NULL,NULL,NULL
61623,69,47,3,20702,"Aldeia do tonemai",3361,"tonemai",0,"",127,NULL,True,NULL,NULL,NULL
61706,152,47,1,21208,"03 AM",223,"Shaback",8,"RYF",298,NULL,False,NULL,NULL,NULL
61882,-73,46,1,21415,"Reino""s village",3686,"Reino",0,"",12,NULL,True,NULL,NULL,NULL
61890,-65,46,1,20149,"Fönök faluja",3054,"Fönök",0,"",225,NULL,True,NULL,NULL,NULL
61893,-62,46,3,19890,"The Ends",2782,"Trap",2,"Sword",418,NULL,True,NULL,NULL,NULL
61900,-55,46,3,19026,"Aldeia do Beekeeper",1829,"Beekeeper",0,"",8,NULL,True,NULL,NULL,NULL
61904,-51,46,5,18855,"Natars -51|46",1,"Natars",0,"",42,NULL,False,NULL,NULL,NULL
61910,-45,46,5,18473,"Natars -45|46",1,"Natars",0,"",57,NULL,False,NULL,NULL,NULL
61921,-34,46,3,18158,"01",937,"Enigma",1,"CONS",521,NULL,True,NULL,NULL,NULL
61957,2,46,1,18090,"maiunagioia 0.1",860,"maiunagioia",2,"Sword",317,NULL,True,NULL,NULL,NULL
61966,11,46,3,18138,"NARSE",894,"Uruk",21,"RyFz",173,NULL,True,NULL,NULL,NULL
61970,15,46,1,18199,"Dorf von Kvothe",969,"Kvothe",0,"",8,NULL,True,NULL,NULL,NULL
61975,20,46,1,18282,"Thor""s village",1017,"Thor",8,"RYF",390,NULL,False,NULL,NULL,NULL
61981,26,46,2,18476,"1 - 4 4 4 6",1259,"Spartage",0,"",106,NULL,True,NULL,NULL,NULL
61986,31,46,1,21096,"A2",1531,"123Ironman",16,"LGF",201,NULL,False,NULL,NULL,NULL
62000,45,46,2,19127,"vişne""s village",1940,"vişne",0,"",8,NULL,True,NULL,NULL,NULL
62004,49,46,3,19298,"Soulreapers""s village",2125,"Soulreapers",0,"",8,NULL,True,NULL,NULL,NULL
62007,52,46,1,19391,"Aguila pruebas",2226,"Caballeroaguila",21,"RyFz",383,NULL,True,NULL,NULL,NULL
62009,54,46,3,19518,"قرية TOP",2369,"TOP",0,"",24,NULL,True,NULL,NULL,NULL
62016,61,46,1,19842,"00 la única",2729,"Ikki de leo",54,"LGFx",276,NULL,True,NULL,NULL,NULL
62018,63,46,2,19973,"Aldeia do Gb ctt",2880,"Gb ctt",0,"",9,NULL,True,NULL,NULL,NULL
62022,67,46,3,21214,"Ausente",2804,"XHXid2uZ4S",54,"LGFx",42,NULL,False,NULL,NULL,NULL
62027,72,46,3,21211,"Aldea de Danteavg",3603,"Danteavg",0,"",24,NULL,True,NULL,NULL,NULL
62169,-187,45,1,20846,"ECHAD",235,"Striker",7,"UNION",205,NULL,True,NULL,NULL,NULL
62287,-69,45,1,21293,"00-Zainarx",2783,"Zainarx",2,"Sword",90,NULL,False,NULL,NULL,NULL
62295,-61,45,3,19829,"Aldea de Pantera_negra09",2713,"Pantera_negra09",0,"",34,NULL,True,NULL,NULL,NULL
62335,-21,45,3,17891,"BigBlackCar",657,"ShadowStateSUV",1,"CONS",391,NULL,False,NULL,NULL,NULL
62359,3,45,1,18032,"Stubel siti",799,"Pepino1981_",21,"RyFz",413,NULL,True,NULL,NULL,NULL
62363,7,45,5,18089,"Natars 7|45",1,"Natars",0,"",40,NULL,False,NULL,NULL,NULL
62374,18,45,5,18196,"Natars 18|45",1,"Natars",0,"",46,NULL,False,NULL,NULL,NULL
62381,25,45,3,18341,"00. Hollow Moon",1117,"Hollow Moon",1,"CONS",455,NULL,False,NULL,NULL,NULL
62383,27,45,3,18436,"Dedina: Misko",1219,"Misko",0,"",16,NULL,True,NULL,NULL,NULL
62388,32,45,3,18601,"J07""s village",1398,"J07",0,"",149,NULL,True,NULL,NULL,NULL
62403,47,45,1,19189,"Dragonstone",1999,"Rob Stark",54,"LGFx",139,NULL,True,NULL,NULL,NULL
62409,53,45,1,19457,"Градът на snap",2300,"snap",16,"LGF",379,NULL,True,NULL,NULL,NULL
62412,56,45,2,19559,"1",2412,"Mole",16,"LGF",444,NULL,False,NULL,NULL,NULL
62414,58,45,2,19631,"Apple",2493,"sujan1993",0,"",114,NULL,True,NULL,NULL,NULL
62422,66,45,3,20200,"Village de La Puce",3089,"La Puce",76,"FANE",113,NULL,True,NULL,NULL,NULL
62658,-99,44,2,20302,"The Lord ruler",386,"The Rothschilds",1,"CONS",324,NULL,True,NULL,NULL,NULL
62659,-98,44,2,21422,"Kelsier",386,"The Rothschilds",1,"CONS",263,NULL,False,NULL,NULL,NULL
62693,-64,44,2,21453,"02.",3053,"Atlas",2,"Sword",41,NULL,False,NULL,NULL,NULL
62700,-57,44,3,19024,"[99] Alien Probe",1813,"Pluggle",1,"CONS",421,NULL,False,NULL,NULL,NULL
62714,-43,44,2,18392,"idkw""s village",1174,"idkw",0,"",8,NULL,True,NULL,NULL,NULL
62719,-38,44,1,18198,"A 7 Chakras",966,"conquistoall",1,"CONS",460,NULL,False,NULL,NULL,NULL
62725,-32,44,5,18020,"Natars -32|44",1,"Natars",0,"",33,NULL,False,NULL,NULL,NULL
62727,-30,44,5,17974,"Natars -30|44",1,"Natars",0,"",37,NULL,False,NULL,NULL,NULL
62737,-20,44,1,17824,"Frank",580,"ThePunisher",1,"CONS",439,NULL,True,NULL,NULL,NULL
62741,-16,44,5,17796,"Natars -16|44",1,"Natars",0,"",63,NULL,False,NULL,NULL,NULL
62763,6,44,5,17967,"Natars 6|44",1,"Natars",0,"",44,NULL,False,NULL,NULL,NULL
62772,15,44,1,18087,"Cartel da Cevada",792,"Borh",16,"LGF",403,NULL,True,NULL,NULL,NULL
62777,20,44,1,18195,"catarrita",943,"cacharrito",55,"RYF@",515,NULL,False,NULL,NULL,NULL
62785,28,44,1,18427,"titan4""s village",779,"titan4",16,"LGF",316,NULL,True,NULL,NULL,NULL
62794,37,44,1,18728,"Dedina: Gaynikus",1524,"Gaynikus",54,"LGFx",256,NULL,True,NULL,NULL,NULL
62799,42,44,1,18923,"grgr""s village",1725,"grgr",0,"",8,NULL,True,NULL,NULL,NULL
62805,48,44,3,19188,"Dorf von klaus",1998,"klaus",0,"",18,NULL,True,NULL,NULL,NULL
62807,50,44,1,21009,"2",2057,"caboclos",73,"DTEAM",156,NULL,False,NULL,NULL,NULL
62813,56,44,3,21219,"Da Nang",2291,"khe sahn",54,"LGFx",103,NULL,False,NULL,NULL,NULL
62822,65,44,1,19955,"[00] Bardock",2858,"Edsonribe1987",73,"DTEAM",379,NULL,True,NULL,NULL,NULL
62826,69,44,1,20580,"Januaria",3298,"xunda_br",0,"",88,NULL,True,NULL,NULL,NULL
62830,73,44,3,21209,"Rumplefoskin501""s village",3602,"Rumplefoskin501",0,"",12,NULL,True,NULL,NULL,NULL
63091,-67,43,2,20148,"01.",3053,"Atlas",2,"Sword",352,NULL,True,NULL,NULL,NULL
63093,-65,43,5,19974,"Natars -65|43",1,"Natars",0,"",15,NULL,False,NULL,NULL,NULL
63098,-60,43,3,19341,"Valhalla ;]",2177,"error32",0,"",135,NULL,True,NULL,NULL,NULL
63107,-51,43,3,18628,"aay""s village",1427,"aay",0,"",8,NULL,True,NULL,NULL,NULL
63127,-31,43,1,17973,"Bergwerk Ost",729,"Royalblue",2,"Sword",348,NULL,True,NULL,NULL,NULL
63141,-17,43,1,17762,"Fortaleza",499,"Profeta",7,"UNION",346,NULL,True,NULL,NULL,NULL
63157,-1,43,2,17679,"1.Г",398,"Grimm",7,"UNION",164,NULL,True,NULL,NULL,NULL
63163,5,43,1,17941,"Ludo",708,"Ludoludo0330",21,"RyFz",494,NULL,True,NULL,NULL,NULL
63165,7,43,1,17954,"dOHkO",718,"dOHkO",21,"RyFz",390,NULL,False,NULL,NULL,NULL
63167,9,43,1,17953,"pipinoseupopo",669,"pipinoseupopo",21,"RyFz",373,NULL,False,NULL,NULL,NULL
63171,13,43,3,18028,"Aldea de pipa",802,"pipa",0,"",35,NULL,True,NULL,NULL,NULL
63173,15,43,1,20624,"eli",708,"Ludoludo0330",21,"RyFz",358,NULL,False,NULL,NULL,NULL
63179,21,43,1,18193,"Alexandria",965,"DarkLord894",16,"LGF",399,NULL,True,NULL,NULL,NULL
63181,23,43,5,18242,"Natars 23|43",1,"Natars",0,"",65,NULL,False,NULL,NULL,NULL
63182,24,43,1,20754,"300",1017,"Thor",8,"RYF",149,NULL,True,NULL,NULL,NULL
63190,32,43,3,18551,"Kasza1681 faluja",1341,"Kasza1681",21,"RyFz",544,NULL,True,NULL,NULL,NULL
63192,34,43,2,18600,"CHANEKE",1395,"The sacados",8,"RYF",529,NULL,False,NULL,NULL,NULL
63194,36,43,3,18660,"SABIMAR.",1363,"sabimar",60,"LGFy",336,NULL,True,NULL,NULL,NULL
63196,38,43,2,18725,"Satul lui oedip",1520,"oedip",0,"",180,NULL,True,NULL,NULL,NULL
63207,49,43,3,19176,"Axe",1991,"Jaal",54,"LGFx",341,NULL,False,NULL,NULL,NULL
63209,51,43,3,19295,"Villaggio di miguel",2117,"miguel",88,"pippo",338,NULL,True,NULL,NULL,NULL
63210,52,43,3,21271,"nova miguel",2117,"miguel",88,"pippo",61,NULL,False,NULL,NULL,NULL
63213,55,43,3,19450,"khe sahn""s village",2291,"khe sahn",54,"LGFx",392,NULL,True,NULL,NULL,NULL
63217,59,43,3,19628,"Aldea de Toti22",2491,"Toti22",21,"RyFz",195,NULL,True,NULL,NULL,NULL
63220,62,43,3,19743,"R.A.M",2624,"R.A.M",21,"RyFz",339,NULL,True,NULL,NULL,NULL
63225,67,43,1,20199,"house TARGARYEN",3088,"Fabriciomh6",73,"DTEAM",475,NULL,True,NULL,NULL,NULL
63228,70,43,2,20576,"Aldeia do Nonoh",3295,"Nonoh",0,"",18,NULL,True,NULL,NULL,NULL
63230,72,43,3,20942,"Aldeia do mib664100",3484,"mib664100",0,"",8,NULL,True,NULL,NULL,NULL
63302,144,43,1,20886,"Oktubre",935,"Tino",8,"RYF",130,NULL,False,NULL,NULL,NULL
63323,165,43,1,21035,"Dagon",524,"Vanguard",8,"RYF",96,NULL,False,NULL,NULL,NULL
63486,-73,42,3,20915,"Essex",3473,"Hecatombe",0,"",13,NULL,True,NULL,NULL,NULL
63488,-71,42,2,20528,"Robin""s village",3261,"robinihsanbul",0,"",17,NULL,True,NULL,NULL,NULL
63491,-68,42,3,20143,"Aldea de zidfridx",3051,"zidfridx",0,"",37,NULL,True,NULL,NULL,NULL
63504,-55,42,2,18831,"Peppa Pig""s village",1615,"Peppa Pig",0,"",438,NULL,True,NULL,NULL,NULL
63512,-47,42,5,18433,"Natars -47|42",1,"Natars",0,"",48,NULL,False,NULL,NULL,NULL
63514,-45,42,5,18391,"Natars -45|42",1,"Natars",0,"",50,NULL,False,NULL,NULL,NULL
63524,-35,42,5,18075,"Natars -35|42",1,"Natars",0,"",51,NULL,False,NULL,NULL,NULL
63528,-31,42,1,20145,"02 Thule",403,"Finland Exists",1,"CONS",400,NULL,True,NULL,NULL,NULL
63533,-26,42,5,17862,"Natars -26|42",1,"Natars",0,"",64,NULL,False,NULL,NULL,NULL
63542,-17,42,1,21308,"Juazeiro do Norte",499,"Profeta",7,"UNION",68,NULL,False,NULL,NULL,NULL
63559,0,42,1,17867,"00",625,"Tatoelfiera",0,"",170,NULL,True,NULL,NULL,NULL
63561,2,42,5,17858,"Natars 2|42",1,"Natars",0,"",68,NULL,False,NULL,NULL,NULL
63576,17,42,1,18023,"1",787,"OCTAVIO1",8,"RYF",413,NULL,True,NULL,NULL,NULL
63579,20,42,1,18134,"PATAGONIA I",903,"Patagonico",54,"LGFx",311,NULL,True,NULL,NULL,NULL
63581,22,42,1,21281,"Babylon",965,"DarkLord894",16,"LGF",132,NULL,False,NULL,NULL,NULL
63588,29,42,3,18331,"{ 00 } Templo",1118,"Templarios",8,"RYF",429,NULL,False,NULL,NULL,NULL
63594,35,42,2,18599,"Loner´s Dorp",1394,"Loner",0,"",13,NULL,True,NULL,NULL,NULL
63600,41,42,1,18837,"1",1643,"aif",50,"hik",326,NULL,True,NULL,NULL,NULL
63602,43,42,2,20216,"LAS CARIÑOSAS",1395,"The sacados",8,"RYF",275,NULL,True,NULL,NULL,NULL
63606,47,42,3,19067,"Catwish""s village",1870,"Catwish",0,"",10,NULL,True,NULL,NULL,NULL
63611,52,42,2,20928,"zzz",2053,"storm",73,"DTEAM",97,NULL,False,NULL,NULL,NULL
63621,62,42,3,21146,"Aldea nueva",2624,"R.A.M",21,"RyFz",104,NULL,False,NULL,NULL,NULL
63624,65,42,3,19911,"onelove""s village",2803,"onelove",0,"",15,NULL,True,NULL,NULL,NULL
63633,74,42,1,21207,"Predator",3601,"Prefator",0,"",64,NULL,True,NULL,NULL,NULL
63656,97,42,3,20346,"GENG",1065,"newgen",0,"",368,NULL,False,NULL,NULL,NULL
63871,-89,41,1,20411,"A0 - Random",146,"SUPERPORCO",2,"Sword",214,NULL,False,NULL,NULL,NULL
63878,-82,41,1,20862,"Bow",2134,"Hunter",25,"HMB",243,NULL,False,NULL,NULL,NULL
63893,-67,41,3,20049,"Driaken""s village",2965,"Driaken",0,"",22,NULL,True,NULL,NULL,NULL
63900,-60,41,3,19143,"K1ngs""s village",1960,"K1ngs",0,"",20,NULL,True,NULL,NULL,NULL
63926,-34,41,1,17963,"01 The Triangle",735,"Bermuda",1,"CONS",444,NULL,True,NULL,NULL,NULL
63932,-28,41,2,20385,"[02] CrAZy",160,"Ramsay Bolton",3,"UAN",334,NULL,True,NULL,NULL,NULL
63953,-7,41,1,20109,"001",344,"Chemtrails",1,"CONS",475,NULL,True,NULL,NULL,NULL
63955,-5,41,5,17627,"Natars -5|41",1,"Natars",0,"",49,NULL,False,NULL,NULL,NULL
63963,3,41,2,17812,"bug""s village",579,"bug",0,"",89,NULL,True,NULL,NULL,NULL
63981,21,41,1,18082,"Ho Lee Fook""s village",803,"Ho Lee Fook",0,"",173,NULL,True,NULL,NULL,NULL
63983,23,41,1,18132,"Villaggio di dodar",900,"dodar",0,"",11,NULL,True,NULL,NULL,NULL
63987,27,41,2,18240,"Village de Le prof",1019,"Le prof",0,"",175,NULL,True,NULL,NULL,NULL
63994,34,41,1,18474,"Karrygan",1224,"Karrygan",0,"",17,NULL,True,NULL,NULL,NULL
64000,40,41,3,18724,"Trusikai""s village",1519,"Trusikai",0,"",8,NULL,True,NULL,NULL,NULL
64002,42,41,1,21027,"01.Przecław",2310,"harrysteus",16,"LGF",136,NULL,True,NULL,NULL,NULL
64011,51,41,3,19175,"IMPERIO 1",1990,"Tronos",54,"LGFx",425,NULL,True,NULL,NULL,NULL
64027,67,41,2,20071,"ALEXIA",2987,"ALEXIA",55,"RYF@",218,NULL,True,NULL,NULL,NULL
64029,69,41,3,20198,"OMG",3087,"VAQUITA_MALA",55,"RYF@",295,NULL,True,NULL,NULL,NULL
64058,98,41,3,21462,"GENG 2",1065,"newgen",0,"",84,NULL,False,NULL,NULL,NULL
64234,-127,40,3,20323,"02. Terra",43,"Silas Marr",1,"CONS",423,NULL,True,NULL,NULL,NULL
64285,-76,40,1,21412,"CAPRICE",3684,"CAPRICE",0,"",60,NULL,True,NULL,NULL,NULL
64290,-71,40,1,20284,"Aldeia do Papamike",3154,"Papamike",0,"",31,NULL,True,NULL,NULL,NULL
64292,-69,40,3,20142,"HairyHandful""s village",3050,"HairyHandful",0,"",12,NULL,True,NULL,NULL,NULL
64297,-64,40,5,19700,"Natars -64|40",1,"Natars",0,"",23,NULL,False,NULL,NULL,NULL
64310,-51,40,3,18512,"00. Rabbit",1305,"White Rabbit",1,"CONS",434,NULL,False,NULL,NULL,NULL
64312,-49,40,5,18431,"Natars -49|40",1,"Natars",0,"",65,NULL,False,NULL,NULL,NULL
64347,-14,40,1,17642,"01 Nokia Backwards",403,"Finland Exists",1,"CONS",424,NULL,False,NULL,NULL,NULL
64361,0,40,2,17731,"MIVA",454,"Miva",8,"RYF",389,NULL,True,NULL,NULL,NULL
64363,2,40,3,17727,"YWHW no es Dios",472,"Liverpool Prime",8,"RYF",452,NULL,False,NULL,NULL,NULL
64394,33,40,1,18411,"1.",1176,"Triple Ekis",0,"",19,NULL,True,NULL,NULL,NULL
64399,38,40,3,18594,"Aldea de Oliver 65",1289,"Oliver 65",54,"LGFx",170,NULL,True,NULL,NULL,NULL
64403,42,40,3,18776,"Laxius faluja",1562,"Laxius",0,"",33,NULL,True,NULL,NULL,NULL
64408,47,40,1,18969,"Villaggio di Index",1770,"Index",0,"",32,NULL,True,NULL,NULL,NULL
64411,50,40,3,19123,"Katrox""s village",1935,"Katrox",0,"",10,NULL,True,NULL,NULL,NULL
64413,52,40,3,19239,"Whitefox",2055,"Whitefox",55,"RYF@",472,NULL,False,NULL,NULL,NULL
64416,55,40,5,19335,"Natars 55|40",1,"Natars",0,"",55,NULL,False,NULL,NULL,NULL
64419,58,40,3,19448,"Kena""s village",2290,"Kena",0,"",211,NULL,True,NULL,NULL,NULL
64422,61,40,5,19627,"Natars 61|40",1,"Natars",0,"",248,NULL,False,NULL,NULL,NULL
64424,63,40,1,21287,"corintejano",2798,"Willy Blake",16,"LGF",61,NULL,False,NULL,NULL,NULL
64426,65,40,3,19837,"Aldeia da Folha",2725,"Tripa Seca",0,"",51,NULL,True,NULL,NULL,NULL
64435,74,40,1,20901,"Mohamad""s village",3469,"Mohamad",0,"",8,NULL,True,NULL,NULL,NULL
64454,93,40,2,20881,"Onk2.0",2742,"elcarmelo",16,"LGF",72,NULL,False,NULL,NULL,NULL
64508,147,40,1,20810,"002",994,"BadGirl",8,"RYF",220,NULL,False,NULL,NULL,NULL
64607,-155,39,1,21474,"New village",3385,"oDARKo",0,"",9,NULL,False,NULL,NULL,NULL
64706,-56,39,2,20182,"Nuovo villaggio",1615,"Peppa Pig",0,"",351,NULL,False,NULL,NULL,NULL
64736,-26,39,3,17791,"2B",529,"PencilGate",1,"CONS",370,NULL,True,NULL,NULL,NULL
64747,-15,39,2,17640,"Spook",386,"The Rothschilds",1,"CONS",278,NULL,False,NULL,NULL,NULL
64755,-7,39,1,17601,"000",344,"Chemtrails",1,"CONS",441,NULL,False,NULL,NULL,NULL
64756,-6,39,3,20590,"New village",2336,"Breaker",1,"CONS",264,NULL,False,NULL,NULL,NULL
64770,8,39,3,17717,"01.- Dressrosa",183,"vNika",21,"RyFz",362,NULL,True,NULL,NULL,NULL
